SUBDIVISION,YEAR,ANNUAL
West Madhya Pradesh,2003,946.3
West Madhya Pradesh,2004,848
West Madhya Pradesh,2005,752.3
West Madhya Pradesh,2006,1169.1999999999996
West Madhya Pradesh,2007,806.5000000000001
West Madhya Pradesh,2008,791.1
West Madhya Pradesh,2009,876.9000000000003
West Madhya Pradesh,2010,776.2
West Madhya Pradesh,2011,1063.9
West Madhya Pradesh,2012,1035.1999999999996
West Madhya Pradesh,2013,1396.2000000000005
West Madhya Pradesh,2014,864.8
West Madhya Pradesh,2015,1042.2
West Madhya Pradesh,2016,1097.9999999999998
West Madhya Pradesh,2017,768.8999999999999
East Madhya Pradesh,1901,1332.7000000000005
East Madhya Pradesh,1902,984.3
East Madhya Pradesh,1903,1178.1
East Madhya Pradesh,1904,1144.3000000000004
East Madhya Pradesh,1905,886.1999999999997
East Madhya Pradesh,1906,1369.6999999999996
East Madhya Pradesh,1907,1009.6
East Madhya Pradesh,1908,1430.5
East Madhya Pradesh,1909,1122
East Madhya Pradesh,1910,1222.2
East Madhya Pradesh,1911,1197.1
East Madhya Pradesh,1912,1150.5
East Madhya Pradesh,1913,936.2000000000004
East Madhya Pradesh,1914,1250.0000000000002
East Madhya Pradesh,1915,1382.4
East Madhya Pradesh,1916,1480.2000000000005
East Madhya Pradesh,1917,1639.3
East Madhya Pradesh,1918,930.5
East Madhya Pradesh,1919,1747.2999999999995
East Madhya Pradesh,1920,899.5999999999997
East Madhya Pradesh,1921,1132
East Madhya Pradesh,1922,1237.9
East Madhya Pradesh,1923,1443.8000000000006
East Madhya Pradesh,1924,1315.4
East Madhya Pradesh,1925,1354.4
East Madhya Pradesh,1926,1727.0000000000002
East Madhya Pradesh,1927,1235.9
East Madhya Pradesh,1928,1107
East Madhya Pradesh,1929,1247.5000000000002
East Madhya Pradesh,1930,1203.9
East Madhya Pradesh,1931,1342.2
East Madhya Pradesh,1932,1151.1
East Madhya Pradesh,1933,1368.4000000000003
East Madhya Pradesh,1934,1473.1999999999994
East Madhya Pradesh,1935,1279.9000000000003
East Madhya Pradesh,1936,1504.1999999999994
East Madhya Pradesh,1937,1398.1
East Madhya Pradesh,1938,1373.6999999999996
East Madhya Pradesh,1939,1347.3
East Madhya Pradesh,1940,1192.8000000000004
East Madhya Pradesh,1941,828.1
East Madhya Pradesh,1942,1508.3
East Madhya Pradesh,1943,1382.4999999999998
East Madhya Pradesh,1944,1427.1
East Madhya Pradesh,1945,1286.2
East Madhya Pradesh,1946,1494.4999999999998
East Madhya Pradesh,1947,1419.6
East Madhya Pradesh,1948,1430.4999999999998
East Madhya Pradesh,1949,1235.4
East Madhya Pradesh,1950,1177.8999999999996
East Madhya Pradesh,1951,1175.4
East Madhya Pradesh,1952,1155.4
East Madhya Pradesh,1953,1007
East Madhya Pradesh,1954,1076.4999999999998
East Madhya Pradesh,1955,1420.9
East Madhya Pradesh,1956,1515.9
East Madhya Pradesh,1957,1000.8
East Madhya Pradesh,1958,1171.4999999999998
East Madhya Pradesh,1959,1302.2
East Madhya Pradesh,1960,1252
East Madhya Pradesh,1961,1598.7000000000005
East Madhya Pradesh,1962,1068.4
East Madhya Pradesh,1963,1120.2
East Madhya Pradesh,1964,1187.3000000000004
East Madhya Pradesh,1965,697.9000000000003
East Madhya Pradesh,1966,849.3
East Madhya Pradesh,1967,1407.8
East Madhya Pradesh,1968,973.7
East Madhya Pradesh,1969,1241.9
East Madhya Pradesh,1970,1342.2999999999995
East Madhya Pradesh,1971,1518.8000000000006
East Madhya Pradesh,1972,1038.2
East Madhya Pradesh,1973,1252.4
East Madhya Pradesh,1974,971.2
East Madhya Pradesh,1975,1434.3
East Madhya Pradesh,1976,1055.7
East Madhya Pradesh,1977,1372.2
East Madhya Pradesh,1978,1392.4999999999998
East Madhya Pradesh,1979,809.7
East Madhya Pradesh,1980,1369.1
East Madhya Pradesh,1981,1036.1
East Madhya Pradesh,1982,1297.2
East Madhya Pradesh,1983,1275.5
East Madhya Pradesh,1984,1110.7
East Madhya Pradesh,1985,1115.3000000000004
East Madhya Pradesh,1986,1029.2
East Madhya Pradesh,1987,1116.1
East Madhya Pradesh,1988,1069.5000000000002
East Madhya Pradesh,1989,921
East Madhya Pradesh,1990,1379.9
East Madhya Pradesh,1991,1016.8
East Madhya Pradesh,1992,1051.1
East Madhya Pradesh,1993,1118.8
East Madhya Pradesh,1994,1533.8
East Madhya Pradesh,1995,1032.3000000000004
East Madhya Pradesh,1996,986.7
East Madhya Pradesh,1997,1357
East Madhya Pradesh,1998,1013.4
East Madhya Pradesh,1999,1443.9
East Madhya Pradesh,2000,874.2999999999997
East Madhya Pradesh,2001,1170.1
East Madhya Pradesh,2002,950
East Madhya Pradesh,2003,1438
East Madhya Pradesh,2004,955.3
East Madhya Pradesh,2005,1366.4
East Madhya Pradesh,2006,943.3
East Madhya Pradesh,2007,653.7
East Madhya Pradesh,2008,1003.2
East Madhya Pradesh,2009,944
East Madhya Pradesh,2010,960.6
East Madhya Pradesh,2011,1275.1999999999996
East Madhya Pradesh,2012,1053.2
East Madhya Pradesh,2013,1521.9
East Madhya Pradesh,2014,925
East Madhya Pradesh,2015,939.2000000000004
East Madhya Pradesh,2016,1340
East Madhya Pradesh,2017,840.1
Gujarat Region,1901,554.3
Gujarat Region,1902,863.9999999999999
Gujarat Region,1903,887.6999999999997
Gujarat Region,1904,492.6
Gujarat Region,1905,811.4999999999999
Gujarat Region,1906,890.5
Gujarat Region,1907,996.9
Gujarat Region,1908,1027.5
Gujarat Region,1909,977.8000000000004
Gujarat Region,1910,974.6
Gujarat Region,1911,403.5
Gujarat Region,1912,1118.6
Gujarat Region,1913,1162.5999999999997
Gujarat Region,1914,1107.5000000000002
Gujarat Region,1915,567.3
Gujarat Region,1916,952.9
Gujarat Region,1917,1524.9
Gujarat Region,1918,392.7
Gujarat Region,1919,1067.4
Gujarat Region,1920,708.8000000000003
Gujarat Region,1921,1172.7
Gujarat Region,1922,878.6
Gujarat Region,1923,553.1999999999998
Gujarat Region,1924,909.6
Gujarat Region,1925,593.0000000000001
Gujarat Region,1926,1274.4
Gujarat Region,1927,1422.1
Gujarat Region,1928,821
Gujarat Region,1929,676.3000000000002
Gujarat Region,1930,894.5999999999997
Gujarat Region,1931,1104.5
Gujarat Region,1932,906.6
Gujarat Region,1933,1137
Gujarat Region,1934,979.5
Gujarat Region,1935,757
Gujarat Region,1936,609.2
Gujarat Region,1937,1203
Gujarat Region,1938,814.6999999999997
Gujarat Region,1939,605.6
Gujarat Region,1940,870
Gujarat Region,1941,961.7
Gujarat Region,1942,1186.6
Gujarat Region,1943,912.8
Gujarat Region,1944,1340.4
Gujarat Region,1945,1276.8
Gujarat Region,1946,1147.6
Gujarat Region,1947,783.3
Gujarat Region,1948,473.80000000000007
Gujarat Region,1949,800.4
Gujarat Region,1950,1129.3
Gujarat Region,1951,478.4
Gujarat Region,1952,776.3999999999999
Gujarat Region,1953,1055.4
Gujarat Region,1954,1247.9
Gujarat Region,1955,975.5
Gujarat Region,1956,1366.7000000000005
Gujarat Region,1957,647.8000000000002
Gujarat Region,1958,1123.3000000000004
Gujarat Region,1959,1560.6000000000006
Gujarat Region,1960,649.6
Gujarat Region,1961,945
Gujarat Region,1962,773
Gujarat Region,1963,997.7
Gujarat Region,1964,892.7
Gujarat Region,1965,656.8
Gujarat Region,1966,696.4999999999999
Gujarat Region,1967,938.6
Gujarat Region,1968,667.9
Gujarat Region,1969,788.9000000000003
Gujarat Region,1970,1353.9
Gujarat Region,1971,769.1999999999997
Gujarat Region,1972,503.7
Gujarat Region,1973,1159.6999999999996
Gujarat Region,1974,421.3
Gujarat Region,1975,1192.6
Gujarat Region,1976,1620.1
Gujarat Region,1977,1307.6
Gujarat Region,1978,935.8
Gujarat Region,1979,904.4
Gujarat Region,1980,822.1
Gujarat Region,1981,1114.2
Gujarat Region,1982,758.1999999999997
Gujarat Region,1983,1214
Gujarat Region,1984,853.7
Gujarat Region,1985,589.7
Gujarat Region,1986,501.9
Gujarat Region,1987,401.79999999999984
Gujarat Region,1988,1097.4
Gujarat Region,1989,822.9000000000003
Gujarat Region,1990,1118.3
Gujarat Region,1991,672.7
Gujarat Region,1992,901
Gujarat Region,1993,941.3
Gujarat Region,1994,1534.5
Gujarat Region,1995,684.1999999999998
Gujarat Region,1996,902.7
Gujarat Region,1997,1069
Gujarat Region,1998,1070
Gujarat Region,1999,568.6
Gujarat Region,2000,550.5000000000001
Gujarat Region,2001,848.9999999999999
Gujarat Region,2002,637.2000000000003
Gujarat Region,2003,1160.2000000000005
Gujarat Region,2004,1005.8
Gujarat Region,2005,1316.3
Gujarat Region,2006,1478
Gujarat Region,2007,1179
Gujarat Region,2008,911.1
Gujarat Region,2009,641.5
Gujarat Region,2010,1088.7
Gujarat Region,2011,890.3
Gujarat Region,2012,713.9
Gujarat Region,2013,1118.4
Gujarat Region,2014,705.6999999999997
Gujarat Region,2015,623
Gujarat Region,2016,764.6999999999997
Gujarat Region,2017,1024.4
Saurashtra & Kutch,1901,181.3
Saurashtra & Kutch,1902,401
Saurashtra & Kutch,1903,522.8
Saurashtra & Kutch,1904,185.7
Saurashtra & Kutch,1905,289.9
Saurashtra & Kutch,1906,540.4
Saurashtra & Kutch,1907,509.5
Saurashtra & Kutch,1908,527.9000000000002
Saurashtra & Kutch,1909,586.4
Saurashtra & Kutch,1910,549.8000000000002
Saurashtra & Kutch,1911,140.29999999999998
Saurashtra & Kutch,1912,652.6
Saurashtra & Kutch,1913,751.8000000000003
Saurashtra & Kutch,1914,577.3000000000002
Saurashtra & Kutch,1915,245.8
Saurashtra & Kutch,1916,495.9
Saurashtra & Kutch,1917,886.7
Saurashtra & Kutch,1918,117.7
Saurashtra & Kutch,1919,445.1
Saurashtra & Kutch,1920,490
Saurashtra & Kutch,1921,598.0000000000001
Saurashtra & Kutch,1922,334.7000000000001
Saurashtra & Kutch,1923,204.90000000000003
Saurashtra & Kutch,1924,310.6
Saurashtra & Kutch,1925,340.7000000000001
Saurashtra & Kutch,1926,901.5
Saurashtra & Kutch,1927,639.5
Saurashtra & Kutch,1928,426.9
Saurashtra & Kutch,1929,421.7
Saurashtra & Kutch,1930,450.2
Saurashtra & Kutch,1931,329.7000000000001
Saurashtra & Kutch,1932,492.4
Saurashtra & Kutch,1933,758.0000000000001
Saurashtra & Kutch,1934,398.3
Saurashtra & Kutch,1935,523.9999999999999
Saurashtra & Kutch,1936,371.1
Saurashtra & Kutch,1937,533.6
Saurashtra & Kutch,1938,345.9
Saurashtra & Kutch,1939,179.4
Saurashtra & Kutch,1940,356.6
Saurashtra & Kutch,1941,401.8
Saurashtra & Kutch,1942,342.2
Saurashtra & Kutch,1943,526.6
Saurashtra & Kutch,1944,717.5999999999997
Saurashtra & Kutch,1945,633.1
Saurashtra & Kutch,1946,473.3
Saurashtra & Kutch,1947,558.8
Saurashtra & Kutch,1948,247.6
Saurashtra & Kutch,1949,542.1999999999998
Saurashtra & Kutch,1950,473.6
Saurashtra & Kutch,1951,285.1
Saurashtra & Kutch,1952,400.9
Saurashtra & Kutch,1953,706.5
Saurashtra & Kutch,1954,599.8
Saurashtra & Kutch,1955,385.1
Saurashtra & Kutch,1956,738.9999999999999
Saurashtra & Kutch,1957,398.50000000000006
Saurashtra & Kutch,1958,551.7
Saurashtra & Kutch,1959,1020.9
Saurashtra & Kutch,1960,337.19999999999993
Saurashtra & Kutch,1961,753.0000000000001
Saurashtra & Kutch,1962,371.8
Saurashtra & Kutch,1963,379.1
Saurashtra & Kutch,1964,539.5
Saurashtra & Kutch,1965,421.19999999999993
Saurashtra & Kutch,1966,326.50000000000006
Saurashtra & Kutch,1967,738.4000000000003
Saurashtra & Kutch,1968,314.6
Saurashtra & Kutch,1969,290
Saurashtra & Kutch,1970,835.6
Saurashtra & Kutch,1971,513.7
Saurashtra & Kutch,1972,222.1
Saurashtra & Kutch,1973,390.3
Saurashtra & Kutch,1974,184.7
Saurashtra & Kutch,1975,682
Saurashtra & Kutch,1976,625.4999999999999
Saurashtra & Kutch,1977,564.0999999999998
Saurashtra & Kutch,1978,488.50000000000006
Saurashtra & Kutch,1979,955.5
Saurashtra & Kutch,1980,635.9
Saurashtra & Kutch,1981,705
Saurashtra & Kutch,1982,401.19999999999993
Saurashtra & Kutch,1983,758.5
Saurashtra & Kutch,1984,443.70000000000016
Saurashtra & Kutch,1985,298.8
Saurashtra & Kutch,1986,298.50000000000006
Saurashtra & Kutch,1987,92.5
Saurashtra & Kutch,1988,752.3
Saurashtra & Kutch,1989,498.10000000000014
Saurashtra & Kutch,1990,407.9
Saurashtra & Kutch,1991,218.80000000000004
Saurashtra & Kutch,1992,600.7
Saurashtra & Kutch,1993,312.6
Saurashtra & Kutch,1994,872.8000000000003
Saurashtra & Kutch,1995,374.1
Saurashtra & Kutch,1996,374.4
Saurashtra & Kutch,1997,600.1999999999998
Saurashtra & Kutch,1998,566.8000000000002
Saurashtra & Kutch,1999,380.8
Saurashtra & Kutch,2000,286
Saurashtra & Kutch,2001,510.20000000000016
Saurashtra & Kutch,2002,308
Saurashtra & Kutch,2003,686.2
Saurashtra & Kutch,2004,482.3
Saurashtra & Kutch,2005,631.5000000000001
Saurashtra & Kutch,2006,701.8
Saurashtra & Kutch,2007,890.8000000000003
Saurashtra & Kutch,2008,607.9000000000002
Saurashtra & Kutch,2009,596.8
Saurashtra & Kutch,2010,1119.9
Saurashtra & Kutch,2011,742.4000000000003
Saurashtra & Kutch,2012,323.7999999999999
Saurashtra & Kutch,2013,681.6
Saurashtra & Kutch,2014,383.9
Saurashtra & Kutch,2015,441.6
Saurashtra & Kutch,2016,483
Saurashtra & Kutch,2017,651.9999999999999
Konkan & Goa,1901,2792.8
Konkan & Goa,1902,2674
Konkan & Goa,1903,3084.2
Konkan & Goa,1904,2393.7000000000007
Konkan & Goa,1905,1682.9
Konkan & Goa,1906,2418.7999999999993
Konkan & Goa,1907,2766.5000000000005
Konkan & Goa,1908,2735.4999999999995
Konkan & Goa,1909,2860.5
Konkan & Goa,1910,2544
Konkan & Goa,1911,2134.7
Konkan & Goa,1912,2793.200000000001
Konkan & Goa,1913,2617.5
Konkan & Goa,1914,3464.6
Konkan & Goa,1915,2525.8
Konkan & Goa,1916,3402.5999999999995
Konkan & Goa,1917,3430.9
Konkan & Goa,1918,1867.2
Konkan & Goa,1919,2851.8
Konkan & Goa,1920,1924
Konkan & Goa,1921,2899.200000000001
Konkan & Goa,1922,2817.6
Konkan & Goa,1923,2770.4
Konkan & Goa,1924,2444.2000000000007
Konkan & Goa,1925,2305.2
Konkan & Goa,1926,3165.8
Konkan & Goa,1927,2747.0000000000005
Konkan & Goa,1928,3172.5
Konkan & Goa,1929,2509.3
Konkan & Goa,1930,2845.8
Konkan & Goa,1931,3999.3
Konkan & Goa,1932,2962.8999999999987
Konkan & Goa,1933,3343.4
Konkan & Goa,1934,3272.3
Konkan & Goa,1935,2542.6
Konkan & Goa,1936,2783.3
Konkan & Goa,1937,3191.9
Konkan & Goa,1938,3495.5
Konkan & Goa,1939,2758.6
Konkan & Goa,1940,3313.7
Konkan & Goa,1941,1889.7
Konkan & Goa,1942,3279.4
Konkan & Goa,1943,3251.200000000001
Konkan & Goa,1944,2952.2
Konkan & Goa,1945,3244.5
Konkan & Goa,1946,3359.0000000000005
Konkan & Goa,1947,3090.1000000000013
Konkan & Goa,1948,3119.5999999999995
Konkan & Goa,1949,3213.700000000001
Konkan & Goa,1950,2929.2
Konkan & Goa,1951,2849.3
Konkan & Goa,1952,2521.9
Konkan & Goa,1953,3327.6999999999994
Konkan & Goa,1954,3790.4
Konkan & Goa,1955,3897.4
Konkan & Goa,1956,3663.7
Konkan & Goa,1957,3123.5
Konkan & Goa,1958,4000.3
Konkan & Goa,1959,3588.6000000000013
Konkan & Goa,1960,3027.800000000001
Konkan & Goa,1961,3921
Konkan & Goa,1962,3485.200000000001
Konkan & Goa,1963,3606.8
Konkan & Goa,1964,3192.700000000001
Konkan & Goa,1965,3071.6
Konkan & Goa,1966,2427.6
Konkan & Goa,1967,2752.4
Konkan & Goa,1968,2359.3
Konkan & Goa,1969,3127.3
Konkan & Goa,1970,3596.5999999999995
Konkan & Goa,1971,2754
Konkan & Goa,1972,1873
Konkan & Goa,1973,2836.2
Konkan & Goa,1974,3086.7
Konkan & Goa,1975,3515.4999999999995
Konkan & Goa,1976,3062.9
Konkan & Goa,1977,3103.4
Konkan & Goa,1978,2885.5000000000005
Konkan & Goa,1979,2509.2000000000007
Konkan & Goa,1980,2724.2
Konkan & Goa,1981,3124.7
Konkan & Goa,1982,2698.8
Konkan & Goa,1983,3814.5
Konkan & Goa,1984,2583.8
Konkan & Goa,1985,2968.5
Konkan & Goa,1986,2127.6
Konkan & Goa,1987,2635.0000000000005
Konkan & Goa,1988,3293
Konkan & Goa,1989,2771.4
Konkan & Goa,1990,3568
Konkan & Goa,1991,2954.6000000000013
Konkan & Goa,1992,2840.4
Konkan & Goa,1993,3480.8
Konkan & Goa,1994,3179.8
Konkan & Goa,1995,2766.1
Konkan & Goa,1996,2920.8
Konkan & Goa,1997,3027.2
Konkan & Goa,1998,3234.6
Konkan & Goa,1999,2912.099999999999
Konkan & Goa,2000,3133.2
Konkan & Goa,2001,2395.4
Konkan & Goa,2002,2537.3
Konkan & Goa,2003,2842.2
Konkan & Goa,2004,2986.1
Konkan & Goa,2005,3615.800000000001
Konkan & Goa,2006,3482.200000000001
Konkan & Goa,2007,3468.3
Konkan & Goa,2008,3053
Konkan & Goa,2009,2716.600000000001
Konkan & Goa,2010,3778.1
Konkan & Goa,2011,3825.2
Konkan & Goa,2012,3018.4
Konkan & Goa,2013,3523.9
Konkan & Goa,2014,2757.7
Konkan & Goa,2015,2081.8
Konkan & Goa,2016,3663.9
Konkan & Goa,2017,3443.4
Madhya Maharashtra,1901,769.1000000000001
Madhya Maharashtra,1902,784
Madhya Maharashtra,1903,837.9000000000003
Madhya Maharashtra,1904,603.6
Madhya Maharashtra,1905,537.6999999999998
Madhya Maharashtra,1906,744.3
Madhya Maharashtra,1907,815.1000000000001
Madhya Maharashtra,1908,722
Madhya Maharashtra,1909,755.2
Madhya Maharashtra,1910,915.2
Madhya Maharashtra,1911,544.5
Madhya Maharashtra,1912,764.9000000000003
Madhya Maharashtra,1913,732.5
Madhya Maharashtra,1914,1038.9
Madhya Maharashtra,1915,907.9
Madhya Maharashtra,1916,1072.4999999999998
Madhya Maharashtra,1917,938.2
Madhya Maharashtra,1918,438.20000000000016
Madhya Maharashtra,1919,878.9
Madhya Maharashtra,1920,600.3
Madhya Maharashtra,1921,734.3000000000003
Madhya Maharashtra,1922,805.1
Madhya Maharashtra,1923,680.9
Madhya Maharashtra,1924,748.3000000000003
Madhya Maharashtra,1925,661.7
Madhya Maharashtra,1926,787.1999999999997
Madhya Maharashtra,1927,925
Madhya Maharashtra,1928,831.7
Madhya Maharashtra,1929,690.4
Madhya Maharashtra,1930,929.1
Madhya Maharashtra,1931,1132.3
Madhya Maharashtra,1932,1045
Madhya Maharashtra,1933,1152.4
Madhya Maharashtra,1934,858.4000000000003
Madhya Maharashtra,1935,819
Madhya Maharashtra,1936,735.4999999999999
Madhya Maharashtra,1937,914.4
Madhya Maharashtra,1938,1126.3
Madhya Maharashtra,1939,821.6999999999997
Madhya Maharashtra,1940,893.3000000000003
Madhya Maharashtra,1941,774.3
Madhya Maharashtra,1942,941.2
Madhya Maharashtra,1943,993.1
Madhya Maharashtra,1944,1086
Madhya Maharashtra,1945,793.3
Madhya Maharashtra,1946,1103.6
Madhya Maharashtra,1947,905.6
Madhya Maharashtra,1948,1016.2
Madhya Maharashtra,1949,953.5
Madhya Maharashtra,1950,932.5
Madhya Maharashtra,1951,796.7
Madhya Maharashtra,1952,683.4
Madhya Maharashtra,1953,893.6999999999997
Madhya Maharashtra,1954,985
Madhya Maharashtra,1955,981.1
Madhya Maharashtra,1956,1233.7999999999995
Madhya Maharashtra,1957,849.8
Madhya Maharashtra,1958,1054.1
Madhya Maharashtra,1959,1118.9
Madhya Maharashtra,1960,885.8999999999999
Madhya Maharashtra,1961,1070.6
Madhya Maharashtra,1962,898.9999999999999
Madhya Maharashtra,1963,899.9000000000003
Madhya Maharashtra,1964,945.6
Madhya Maharashtra,1965,790.6
Madhya Maharashtra,1966,837.5000000000001
Madhya Maharashtra,1967,913.2000000000004
Madhya Maharashtra,1968,824.0000000000001
Madhya Maharashtra,1969,984.2
Madhya Maharashtra,1970,941.2
Madhya Maharashtra,1971,773.3000000000003
Madhya Maharashtra,1972,519.9
Madhya Maharashtra,1973,980.6
Madhya Maharashtra,1974,911.8
Madhya Maharashtra,1975,1040.6999999999996
Madhya Maharashtra,1976,1025.9
Madhya Maharashtra,1977,947.1
Madhya Maharashtra,1978,883.7
Madhya Maharashtra,1979,1026.7
Madhya Maharashtra,1980,939.5
Madhya Maharashtra,1981,929.8
Madhya Maharashtra,1982,752
Madhya Maharashtra,1983,918.6
Madhya Maharashtra,1984,779.8000000000003
Madhya Maharashtra,1985,655.9999999999999
Madhya Maharashtra,1986,644.3
Madhya Maharashtra,1987,807.5
Madhya Maharashtra,1988,976.5
Madhya Maharashtra,1989,816.5
Madhya Maharashtra,1990,1022.5
Madhya Maharashtra,1991,880.7
Madhya Maharashtra,1992,791.1
Madhya Maharashtra,1993,1019.9
Madhya Maharashtra,1994,1021.6
Madhya Maharashtra,1995,776.4
Madhya Maharashtra,1996,975.2999999999996
Madhya Maharashtra,1997,1000.9
Madhya Maharashtra,1998,1101.1
Madhya Maharashtra,1999,965.8
Madhya Maharashtra,2000,701.5000000000001
Madhya Maharashtra,2001,784.9000000000003
Madhya Maharashtra,2002,740.1999999999997
Madhya Maharashtra,2003,772.5000000000001
Madhya Maharashtra,2004,1029.5
Madhya Maharashtra,2005,1221.4
Madhya Maharashtra,2006,1395.6
Madhya Maharashtra,2007,1040.4000000000003
Madhya Maharashtra,2008,916.8
Madhya Maharashtra,2009,941.9
Madhya Maharashtra,2010,1027.6
Madhya Maharashtra,2011,852.4999999999999
Madhya Maharashtra,2012,690.0000000000001
Madhya Maharashtra,2013,962.5
Madhya Maharashtra,2014,838
Madhya Maharashtra,2015,644.5
Madhya Maharashtra,2016,906.2
Madhya Maharashtra,2017,994.3
Matathwada,1901,908.8
Matathwada,1902,744.0999999999997
Matathwada,1903,1032.7
Matathwada,1904,690.6000000000001
Matathwada,1905,505.8
Matathwada,1906,770.6999999999997
Matathwada,1907,557.9000000000002
Matathwada,1908,682.5
Matathwada,1909,892.8
Matathwada,1910,1134.1999999999996
Matathwada,1911,612.4
Matathwada,1912,488.4
Matathwada,1913,656.7
Matathwada,1914,989.1
Matathwada,1915,1001.6
Matathwada,1916,1177.9
Matathwada,1917,1168.2
Matathwada,1918,486
Matathwada,1919,662.8
Matathwada,1920,361
Matathwada,1921,562.4
Matathwada,1922,835.9
Matathwada,1923,764.9
Matathwada,1924,662.6999999999998
Matathwada,1925,604.9
Matathwada,1926,715.5
Matathwada,1927,744.5999999999997
Matathwada,1928,825.6
Matathwada,1929,609.4000000000002
Matathwada,1930,640.3
Matathwada,1931,1088.6999999999996
Matathwada,1932,844.2
Matathwada,1933,1122.9
Matathwada,1934,876.6
Matathwada,1935,922
Matathwada,1936,727.7
Matathwada,1937,738.3
Matathwada,1938,1072.7
Matathwada,1939,580.1999999999998
Matathwada,1940,855.6
Matathwada,1941,540.9
Matathwada,1942,1003
Matathwada,1943,852.4
Matathwada,1944,758.9000000000003
Matathwada,1945,622.1999999999998
Matathwada,1946,848.7
Matathwada,1947,855.0000000000001
Matathwada,1948,946.4
Matathwada,1949,914.2
Matathwada,1950,657.5
Matathwada,1951,731.3999999999999
Matathwada,1952,545.9999999999999
Matathwada,1953,891.2
Matathwada,1954,899.7
Matathwada,1955,1151.3
Matathwada,1956,1037.3
Matathwada,1957,900.6000000000001
Matathwada,1958,1024.4
Matathwada,1959,950.3
Matathwada,1960,738.3000000000003
Matathwada,1961,959
Matathwada,1962,945.7
Matathwada,1963,1001.1
Matathwada,1964,780.5999999999997
Matathwada,1965,631.3
Matathwada,1966,747.1999999999997
Matathwada,1967,759.8
Matathwada,1968,712.3
Matathwada,1969,824.6
Matathwada,1970,910.8
Matathwada,1971,607.9
Matathwada,1972,347.1
Matathwada,1973,871.3
Matathwada,1974,650.5
Matathwada,1975,1050.8
Matathwada,1976,622.9999999999999
Matathwada,1977,767.8
Matathwada,1978,784.8000000000003
Matathwada,1979,807.4
Matathwada,1980,812.8000000000003
Matathwada,1981,786.7
Matathwada,1982,636.5000000000001
Matathwada,1983,1187.7
Matathwada,1984,552.8
Matathwada,1985,575.5
Matathwada,1986,562.9000000000002
Matathwada,1987,786.1999999999997
Matathwada,1988,1169.9
Matathwada,1989,1068.4
Matathwada,1990,1198.1
Matathwada,1991,601
Matathwada,1992,726.6
Matathwada,1993,806.4
Matathwada,1994,583.5999999999998
Matathwada,1995,809.5
Matathwada,1996,854.9
Matathwada,1997,790.3999999999999
Matathwada,1998,1126.6999999999996
Matathwada,1999,767.5
Matathwada,2000,684.5
Matathwada,2001,732.4
Matathwada,2002,722.0999999999997
Matathwada,2003,720
Matathwada,2004,678.6
Matathwada,2005,940.5
Matathwada,2006,872.9000000000003
Matathwada,2007,714.6
Matathwada,2008,646.3
Matathwada,2009,668.8999999999999
Matathwada,2010,1011.7
Matathwada,2011,663.6999999999998
Matathwada,2012,526.6999999999998
Matathwada,2013,887.9
Matathwada,2014,548.9
Matathwada,2015,532.0999999999998
Matathwada,2016,949.1
Matathwada,2017,755.6
Vidarbha,1901,1093.4
Vidarbha,1902,749.0000000000001
Vidarbha,1903,1229.4
Vidarbha,1904,753.1
Vidarbha,1905,941.9
Vidarbha,1906,1191.3
Vidarbha,1907,1010.7000000000004
Vidarbha,1908,1243.5000000000002
Vidarbha,1909,1061.8
Vidarbha,1910,1294.1
Vidarbha,1911,982.7
Vidarbha,1912,1014
Vidarbha,1913,1052.6
Vidarbha,1914,1199
Vidarbha,1915,1199.7
Vidarbha,1916,1362.2
Vidarbha,1917,1396.8000000000006
Vidarbha,1918,801.5
Vidarbha,1919,1212.5999999999997
Vidarbha,1920,578.3
Vidarbha,1921,1085.7
Vidarbha,1922,1109.9
Vidarbha,1923,941.3
Vidarbha,1924,994.2000000000004
Vidarbha,1925,941.1999999999996
Vidarbha,1926,1071.3
Vidarbha,1927,1167.4
Vidarbha,1928,1017.3
Vidarbha,1929,912.5
Vidarbha,1930,983.0999999999996
Vidarbha,1931,1404.1
Vidarbha,1932,1130.6
Vidarbha,1933,1502.2
Vidarbha,1934,1218.2999999999995
Vidarbha,1935,1158.0000000000002
Vidarbha,1936,1451
Vidarbha,1937,1319.2000000000005
Vidarbha,1938,1460.9
Vidarbha,1939,881.8
Vidarbha,1940,1357.5
Vidarbha,1941,828.9999999999999
Vidarbha,1942,1341.6
Vidarbha,1943,1018.2
Vidarbha,1944,1367.7
Vidarbha,1945,1199.5999999999997
Vidarbha,1946,1172.9999999999998
Vidarbha,1947,1168.2
Vidarbha,1948,1182.7
Vidarbha,1949,1398.3
Vidarbha,1950,793.6999999999997
Vidarbha,1951,1082.2
Vidarbha,1952,807.8000000000003
Vidarbha,1953,1137.8
Vidarbha,1954,1100.4
Vidarbha,1955,1368.6999999999996
Vidarbha,1956,1124.6
Vidarbha,1957,1071
Vidarbha,1958,1172.1
Vidarbha,1959,1606.2999999999995
Vidarbha,1960,1065.1
Vidarbha,1961,1440.7
Vidarbha,1962,1152.6
Vidarbha,1963,1147.7
Vidarbha,1964,1010.7999999999996
Vidarbha,1965,743.6
Vidarbha,1966,1002.8
Vidarbha,1967,1128.2
Vidarbha,1968,922.9
Vidarbha,1969,992.9
Vidarbha,1970,1240.5
